tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2007-360,Casablanca,Clay,32,A,20070423,001,103103,1,,Dominik Hrbaty,R,183,SVK,29.2977412731,24,1083,103580,,,Alexander Peya,R,183,AUT,26.8199863107,93,464,7-6(7) 6-4,3,R32,90,5,0,64,41,32,15,11,2,3,2,6,98,60,41,16,11,15,17
2007-360,Casablanca,Clay,32,A,20070423,002,102630,,WC,Slimane Saoudi,L,,ALG,31.7508555784,524,48,103978,,WC,Rabie Chaki,U,,MAR,25.0239561944,460,64,6-2 6-1,3,R32,59,1,2,43,29,24,9,8,1,1,1,2,48,24,12,12,7,2,6
2007-360,Casablanca,Clay,32,A,20070423,003,103656,,,Albert Montanes,R,175,ESP,26.4038329911,77,523,103821,,,Danai Udomchoke,R,173,THA,25.697467488,96,450,1-6 6-3 7-5,3,R32,101,3,3,85,48,34,20,14,3,6,4,0,75,50,38,13,14,1,4
2007-360,Casablanca,Clay,32,A,20070423,004,103454,7,,Nicolas Massu,R,183,CHI,27.5345653662,52,695,103373,,,Sergio Roitman,R,185,ARG,27.9370294319,79,504,6-2 6-3,3,R32,74,2,3,46,26,19,11,8,1,2,0,1,53,44,25,1,9,3,8
2007-360,Casablanca,Clay,32,A,20070423,005,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,29.2922655715,59,610,104468,4,,Gilles Simon,R,183,FRA,22.3189596167,54,675,6-4 6-4,3,R32,78,2,6,62,36,28,14,10,1,2,2,0,74,57,32,10,10,6,9
2007-360,Casablanca,Clay,32,A,20070423,006,103693,,Q,Thierry Ascione,R,188,FRA,26.2614647502,198,204,101962,,WC,Younes El Aynaoui,R,193,MAR,35.6112251882,134,336,6-4 6-3,3,R32,77,4,3,59,39,29,10,10,5,7,4,1,55,32,20,10,9,4,8
2007-360,Casablanca,Clay,32,A,20070423,007,103206,,,Sebastien Grosjean,R,175,FRA,28.900752909,63,585,103812,,,Victor Hanescu,R,198,ROU,25.7549623546,592,36,7-6(4) 6-4,3,R32,97,4,1,73,38,30,21,11,7,8,2,1,75,62,42,7,11,7,9
2007-360,Casablanca,Clay,32,A,20070423,008,103096,6,,Arnaud Clement,R,173,FRA,29.3470225873,50,720,105208,,,Ernests Gulbis,R,190,LAT,18.6447638604,87,483,7-6(1) 6-3,3,R32,88,2,2,64,34,26,21,10,3,3,11,2,70,48,33,12,11,5,7
2007-360,Casablanca,Clay,32,A,20070423,009,102967,5,,Marc Gicquel,R,188,FRA,30.0643394935,44,752,103035,,,Alessio Di Mauro,L,185,ITA,29.7029431896,116,366,6-4 6-2,3,R32,66,6,0,47,29,20,14,9,0,1,3,3,49,32,24,5,9,3,7
2007-360,Casablanca,Clay,32,A,20070423,010,103917,,Q,Nicolas Mahut,R,190,FRA,25.2511978097,106,419,103722,,,Florent Serra,R,180,FRA,26.1464750171,74,530,6-2 6-4,3,R32,78,2,1,59,32,24,16,9,3,4,3,2,66,42,25,9,9,6,10
2007-360,Casablanca,Clay,32,A,20070423,011,103188,,,Michael Russell,R,173,USA,28.977412731,67,552,103701,,,Diego Hartfield,R,185,ARG,26.2231348392,81,501,6-1 6-4,3,R32,78,2,3,48,32,28,6,9,0,1,0,0,57,45,22,6,8,3,7
2007-360,Casablanca,Clay,32,A,20070423,012,103898,3,,Julien Benneteau,R,185,FRA,25.3388090349,39,812,104523,,Q,Frederico Gil,R,178,POR,22.0807665982,139,327,7-6(2) 3-6 7-6(5),3,R32,170,6,5,121,81,55,21,16,16,20,6,5,114,70,48,25,17,5,8
2007-360,Casablanca,Clay,32,A,20070423,013,103908,8,,Paul Henri Mathieu,R,185,FRA,25.2758384668,57,620,103709,,,Kristian Pless,R,188,DEN,26.1984941821,83,499,6-3 6-1,3,R32,132,4,0,45,28,24,11,8,3,3,3,5,46,26,16,7,8,5,9
2007-360,Casablanca,Clay,32,A,20070423,014,104273,,Q,Edouard Roger Vasselin,R,188,FRA,23.4004106776,163,268,103506,,,Martin Vassallo Arguello,R,183,ARG,27.1978097194,58,619,6-2 6-2,3,R32,102,2,3,59,41,28,8,8,4,5,4,1,89,62,32,12,8,17,22
2007-360,Casablanca,Clay,32,A,20070423,015,104386,,,Janko Tipsarevic,R,180,SRB,22.8336755647,91,467,103566,,,Michael Llodra,L,190,FRA,26.9295003422,85,490,6-2 7-6(6),3,R32,95,7,0,63,30,24,20,10,0,1,3,8,77,39,27,16,10,6,9
2007-360,Casablanca,Clay,32,A,20070423,016,104076,2,,Jose Acasuso,R,190,ARG,24.5065023956,37,820,103534,,,Nicolas Devilder,L,173,FRA,27.0773442847,92,467,6-4 6-4,3,R32,76,2,0,57,33,26,13,10,0,1,7,0,65,45,31,8,10,2,5
2007-360,Casablanca,Clay,32,A,20070423,017,103103,1,,Dominik Hrbaty,R,183,SVK,29.2977412731,24,1083,102630,,WC,Slimane Saoudi,L,,ALG,31.7508555784,524,48,7-5 7-6(2),3,R16,99,3,4,77,44,29,16,12,3,7,4,5,79,49,29,13,12,6,11
2007-360,Casablanca,Clay,32,A,20070423,018,103656,,,Albert Montanes,R,175,ESP,26.4038329911,77,523,103454,7,,Nicolas Massu,R,183,CHI,27.5345653662,52,695,6-1 2-1 RET,3,R16,56,2,1,30,17,14,6,5,2,3,3,0,41,29,17,1,5,9,13
2007-360,Casablanca,Clay,32,A,20070423,019,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,29.2922655715,59,610,103693,,Q,Thierry Ascione,R,188,FRA,26.2614647502,198,204,6-4 7-6(4),3,R16,90,5,1,63,30,25,21,11,4,5,0,0,66,56,35,7,11,0,2
2007-360,Casablanca,Clay,32,A,20070423,020,103206,,,Sebastien Grosjean,R,175,FRA,28.900752909,63,585,103096,6,,Arnaud Clement,R,173,FRA,29.3470225873,50,720,4-6 7-5 6-1,3,R16,147,8,1,91,39,30,31,15,4,6,5,6,87,37,28,23,14,5,9
2007-360,Casablanca,Clay,32,A,20070423,021,102967,5,,Marc Gicquel,R,188,FRA,30.0643394935,44,752,103917,,Q,Nicolas Mahut,R,190,FRA,25.2511978097,106,419,6-2 6-4,3,R16,76,10,0,62,33,24,18,9,2,2,1,5,51,27,16,13,9,1,4
2007-360,Casablanca,Clay,32,A,20070423,022,103898,3,,Julien Benneteau,R,185,FRA,25.3388090349,39,812,103188,,,Michael Russell,R,173,USA,28.977412731,67,552,6-3 6-3,3,R16,84,8,1,49,37,27,9,9,2,3,1,2,66,42,23,12,9,2,6
2007-360,Casablanca,Clay,32,A,20070423,023,103908,8,,Paul Henri Mathieu,R,185,FRA,25.2758384668,57,620,104273,,Q,Edouard Roger Vasselin,R,188,FRA,23.4004106776,163,268,4-6 6-3 6-4,3,R16,138,3,1,94,55,38,29,15,3,4,3,2,97,67,45,16,14,4,6
2007-360,Casablanca,Clay,32,A,20070423,024,104076,2,,Jose Acasuso,R,190,ARG,24.5065023956,37,820,104386,,,Janko Tipsarevic,R,180,SRB,22.8336755647,91,467,6-4 6-4,3,R16,74,6,1,56,29,20,15,10,0,2,6,2,63,33,24,12,10,6,10
2007-360,Casablanca,Clay,32,A,20070423,025,103656,,,Albert Montanes,R,175,ESP,26.4038329911,77,523,103103,1,,Dominik Hrbaty,R,183,SVK,29.2977412731,24,1083,7-6(5) 6-3,3,QF,88,8,2,71,42,35,14,11,2,3,7,3,76,39,31,17,10,5,7
2007-360,Casablanca,Clay,32,A,20070423,026,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,29.2922655715,59,610,103206,,,Sebastien Grosjean,R,175,FRA,28.900752909,63,585,1-6 7-5 7-6(3),3,QF,155,3,4,109,63,42,20,15,8,13,5,1,92,54,41,18,16,1,5
2007-360,Casablanca,Clay,32,A,20070423,027,102967,5,,Marc Gicquel,R,188,FRA,30.0643394935,44,752,103898,3,,Julien Benneteau,R,185,FRA,25.3388090349,39,812,3-6 6-1 6-1,3,QF,95,6,0,62,42,29,13,11,2,4,3,1,77,54,32,8,12,5,11
2007-360,Casablanca,Clay,32,A,20070423,028,103908,8,,Paul Henri Mathieu,R,185,FRA,25.2758384668,57,620,104076,2,,Jose Acasuso,R,190,ARG,24.5065023956,37,820,7-6(5) 6-4,3,QF,106,3,0,65,37,27,17,11,3,6,5,2,73,40,29,14,11,4,8
2007-360,Casablanca,Clay,32,A,20070423,029,103656,,,Albert Montanes,R,175,ESP,26.4038329911,77,523,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,29.2922655715,59,610,1-6 7-5 6-3,3,SF,132,1,4,93,59,40,14,14,3,7,3,5,96,60,39,15,14,5,9
2007-360,Casablanca,Clay,32,A,20070423,030,103908,8,,Paul Henri Mathieu,R,185,FRA,25.2758384668,57,620,102967,5,,Marc Gicquel,R,188,FRA,30.0643394935,44,752,6-3 7-5,3,SF,95,7,0,61,36,28,17,11,1,2,10,2,71,49,33,5,10,4,7
2007-360,Casablanca,Clay,32,A,20070423,031,103908,8,,Paul Henri Mathieu,R,185,FRA,25.2758384668,57,620,103656,,,Albert Montanes,R,175,ESP,26.4038329911,77,523,6-1 6-1,3,F,63,5,0,36,18,17,12,7,1,1,2,5,51,32,19,4,7,8,13
2007-317,Amersfoort,Clay,32,A,20070716,001,103722,,,Florent Serra,R,180,FRA,26.3764544832,81,490,103786,1,,Nikolay Davydenko,R,178,RUS,26.1190965092,5,3175,4-6 6-1 6-1,3,R32,99,2,3,83,51,33,18,12,9,11,1,3,70,50,25,11,12,5,11
2007-317,Amersfoort,Clay,32,A,20070716,002,105217,,WC,Thiemo De Bakker,R,193,NED,18.8199863107,396,81,103454,,,Nicolas Massu,R,183,CHI,27.7645448323,53,671,7-6(7) 7-6(5),3,R32,145,5,0,95,64,42,21,12,4,5,1,3,84,52,35,21,12,2,3
2007-317,Amersfoort,Clay,32,A,20070716,003,104898,,WC,Robin Haase,R,190,NED,20.2765229295,130,330,102456,,Q,Felix Mantilla,R,180,ESP,32.810403833,435,67,6-3 6-2,3,R32,60,11,0,50,32,28,10,9,0,0,1,1,44,26,16,10,8,3,6
2007-317,Amersfoort,Clay,32,A,20070716,004,103534,,,Nicolas Devilder,L,173,FRA,27.3073237509,102,409,102860,5,,Agustin Calleri,R,183,ARG,30.8336755647,30,935,6-3 6-1,3,R32,46,5,1,43,28,26,7,8,0,0,1,5,43,21,15,8,8,1,5
2007-317,Amersfoort,Clay,32,A,20070716,005,102845,3,,Carlos Moya,R,190,ESP,30.8829568789,20,1295,103294,,Q,Christophe Rochus,R,170,BEL,28.5831622177,174,235,6-2 6-3,3,R32,67,9,0,46,26,24,10,8,0,0,0,2,64,45,28,6,9,3,7
2007-317,Amersfoort,Clay,32,A,20070716,006,103151,,,Mariano Zabaleta,R,183,ARG,29.3771389459,79,500,104019,,,Kristof Vliegen,R,193,BEL,25.0650239562,72,529,6-3 6-3,3,R32,93,5,4,56,31,23,11,9,6,8,3,2,80,45,28,11,9,13,18
2007-317,Amersfoort,Clay,32,A,20070716,007,103171,,WC,Raemon Sluiter,R,185,NED,29.2566735113,150,289,103632,,,Luis Horna,R,180,PER,26.8336755647,75,518,3-6 7-5 6-3,3,R32,119,10,1,85,40,33,27,15,4,6,2,3,89,70,46,9,15,2,5
2007-317,Amersfoort,Clay,32,A,20070716,008,102381,,,Werner Eschauer,R,188,AUT,33.2210814511,66,569,104597,7,,Nicolas Almagro,R,183,ESP,21.9000684463,34,890,7-6(1) 6-4,3,R32,101,2,1,74,51,40,13,11,4,5,5,1,92,68,46,7,11,9,11
2007-317,Amersfoort,Clay,32,A,20070716,009,104327,,Q,Steve Darcis,R,178,BEL,23.3401779603,297,121,102967,8,,Marc Gicquel,R,188,FRA,30.2943189596,39,755,6-3 6-4,3,R32,67,3,1,54,26,16,15,10,1,4,5,0,57,34,18,9,9,2,7
2007-317,Amersfoort,Clay,32,A,20070716,010,104468,,,Gilles Simon,R,183,FRA,22.5489390828,51,680,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,29.5222450376,93,455,6-2 6-4,3,R32,67,5,0,43,29,25,9,9,0,1,2,2,53,27,17,11,9,1,5
2007-317,Amersfoort,Clay,32,A,20070716,011,104214,,,Igor Andreev,R,185,RUS,24.0054757016,54,670,104386,,,Janko Tipsarevic,R,180,SRB,23.0636550308,47,711,6-1 6-1,3,R32,37,7,3,34,21,19,9,7,0,0,3,5,53,38,18,5,7,6,11
2007-317,Amersfoort,Clay,32,A,20070716,012,103835,4,,Filippo Volandri,R,183,ITA,25.8590006845,26,1085,103169,,,Oscar Hernandez,R,180,ESP,29.2648870637,52,680,6-2 6-4,3,R32,59,2,0,47,39,28,4,9,0,2,0,1,56,34,18,9,9,3,8
2007-317,Amersfoort,Clay,32,A,20070716,013,105095,,,Evgeny Korolev,R,185,KAZ,19.4168377823,89,475,103103,6,,Dominik Hrbaty,R,183,SVK,29.5277207392,31,930,6-3 6-7(3) 6-3,3,R32,117,12,1,102,62,50,23,16,3,3,9,1,80,48,37,20,14,0,2
2007-317,Amersfoort,Clay,32,A,20070716,014,103373,,,Sergio Roitman,R,185,ARG,28.167008898,76,518,104871,,Q,Jeremy Chardy,R,188,FRA,20.4216290212,256,146,7-6(5) 6-1,3,R32,97,5,0,61,46,33,8,9,4,5,1,2,75,43,27,13,10,6,10
2007-317,Amersfoort,Clay,32,A,20070716,015,103812,,,Victor Hanescu,R,198,ROU,25.9849418207,272,134,103656,,,Albert Montanes,R,175,ESP,26.6338124572,55,668,7-6(3) 4-6 7-6(4),3,R32,133,15,1,113,83,65,15,17,5,7,4,4,114,77,56,19,17,4,5
2007-317,Amersfoort,Clay,32,A,20070716,016,104022,2,,Mikhail Youzhny,R,183,RUS,25.0568104038,13,1875,103506,,,Martin Vassallo Arguello,R,183,ARG,27.4277891855,85,479,6-2 7-5,3,R32,92,1,1,58,36,30,13,10,1,1,1,3,60,41,30,7,10,5,8
2007-317,Amersfoort,Clay,32,A,20070716,017,103722,,,Florent Serra,R,180,FRA,26.3764544832,81,490,105217,,WC,Thiemo De Bakker,R,193,NED,18.8199863107,396,81,4-6 6-3 7-6(5),3,R16,109,5,2,94,53,47,21,16,3,4,8,2,82,52,38,22,15,0,1
2007-317,Amersfoort,Clay,32,A,20070716,018,104898,,WC,Robin Haase,R,190,NED,20.2765229295,130,330,103534,,,Nicolas Devilder,L,173,FRA,27.3073237509,102,409,6-4 3-6 6-3,3,R16,120,2,0,76,41,31,23,14,2,4,4,3,86,56,40,14,14,9,12
2007-317,Amersfoort,Clay,32,A,20070716,019,102845,3,,Carlos Moya,R,190,ESP,30.8829568789,20,1295,103151,,,Mariano Zabaleta,R,183,ARG,29.3771389459,79,500,6-2 6-3,3,R16,62,2,1,47,32,28,9,9,0,0,0,0,41,26,19,4,8,0,3
2007-317,Amersfoort,Clay,32,A,20070716,020,102381,,,Werner Eschauer,R,188,AUT,33.2210814511,66,569,103171,,WC,Raemon Sluiter,R,185,NED,29.2566735113,150,289,6-2 6-4,3,R16,70,6,0,43,28,23,13,9,0,0,5,1,57,32,22,12,9,3,6
2007-317,Amersfoort,Clay,32,A,20070716,021,104327,,Q,Steve Darcis,R,178,BEL,23.3401779603,297,121,104468,,,Gilles Simon,R,183,FRA,22.5489390828,51,680,7-6(4) 6-1,3,R16,92,6,1,68,33,26,20,10,1,2,6,2,70,36,25,14,9,6,9
2007-317,Amersfoort,Clay,32,A,20070716,022,104214,,,Igor Andreev,R,185,RUS,24.0054757016,54,670,103835,4,,Filippo Volandri,R,183,ITA,25.8590006845,26,1085,3-6 6-1 6-4,3,R16,86,10,0,74,53,37,16,13,3,4,2,4,78,50,35,13,13,4,7
2007-317,Amersfoort,Clay,32,A,20070716,023,105095,,,Evgeny Korolev,R,185,KAZ,19.4168377823,89,475,103373,,,Sergio Roitman,R,185,ARG,28.167008898,76,518,7-5 7-6(6),3,R16,149,5,2,79,45,34,18,12,1,3,3,0,80,51,34,15,12,4,7
2007-317,Amersfoort,Clay,32,A,20070716,024,104022,2,,Mikhail Youzhny,R,183,RUS,25.0568104038,13,1875,103812,,,Victor Hanescu,R,198,ROU,25.9849418207,272,134,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2007-317,Amersfoort,Clay,32,A,20070716,025,104898,,WC,Robin Haase,R,190,NED,20.2765229295,130,330,103722,,,Florent Serra,R,180,FRA,26.3764544832,81,490,4-6 7-5 6-4,3,QF,125,5,2,99,57,37,25,16,4,7,4,0,110,63,45,22,16,7,11
2007-317,Amersfoort,Clay,32,A,20070716,026,102381,,,Werner Eschauer,R,188,AUT,33.2210814511,66,569,102845,3,,Carlos Moya,R,190,ESP,30.8829568789,20,1295,6-7(4) 6-4 6-4,3,QF,154,9,2,124,73,52,31,16,9,9,9,1,103,60,47,24,16,1,3
2007-317,Amersfoort,Clay,32,A,20070716,027,104327,,Q,Steve Darcis,R,178,BEL,23.3401779603,297,121,104214,,,Igor Andreev,R,185,RUS,24.0054757016,54,670,6-3 6-4,3,QF,74,1,0,57,32,24,14,10,1,3,1,2,55,39,25,4,9,6,10
2007-317,Amersfoort,Clay,32,A,20070716,028,104022,2,,Mikhail Youzhny,R,183,RUS,25.0568104038,13,1875,105095,,,Evgeny Korolev,R,185,KAZ,19.4168377823,89,475,6-4 6-3,3,QF,91,4,1,80,53,36,13,9,6,6,2,3,64,31,18,19,10,3,6
2007-317,Amersfoort,Clay,32,A,20070716,029,102381,,,Werner Eschauer,R,188,AUT,33.2210814511,66,569,104898,,WC,Robin Haase,R,190,NED,20.2765229295,130,330,6-4 6-4,3,SF,76,4,1,52,26,19,19,10,1,2,0,2,65,41,28,11,10,2,5
2007-317,Amersfoort,Clay,32,A,20070716,030,104327,,Q,Steve Darcis,R,178,BEL,23.3401779603,297,121,104022,2,,Mikhail Youzhny,R,183,RUS,25.0568104038,13,1875,4-6 6-0 7-5,3,SF,138,8,1,97,59,46,15,14,9,12,5,1,99,55,32,22,14,7,13
2007-317,Amersfoort,Clay,32,A,20070716,031,104327,,Q,Steve Darcis,R,178,BEL,23.3401779603,297,121,102381,,,Werner Eschauer,R,188,AUT,33.2210814511,66,569,6-1 7-6(1),3,F,91,4,1,76,46,37,15,10,7,7,5,1,59,33,23,13,9,4,6
2007-301,Auckland,Hard,32,A,20070108,001,103990,1,,Tommy Robredo,R,180,ESP,24.6899383984,7,2375,103105,,,Ruben Ramirez Hidalgo,R,183,ESP,29.0047912389,56,710,6-2 6-1,3,R32,65,5,2,39,21,16,11,7,0,1,0,6,59,29,16,9,8,4,10
2007-301,Auckland,Hard,32,A,20070108,002,103252,,,Alberto Martin,R,175,ESP,28.386036961,60,641,104792,,WC,Gael Monfils,R,193,FRA,20.3531827515,59,645,6-4 6-4,3,R32,73,3,1,60,35,28,15,10,0,0,4,6,75,41,30,13,10,4,6
2007-301,Auckland,Hard,32,A,20070108,003,104259,,,Philipp Kohlschreiber,R,178,GER,23.2306639288,63,596,103632,,,Luis Horna,R,180,PER,26.3162217659,61,620,6-4 7-5,3,R32,93,8,3,76,45,30,19,11,6,7,8,2,78,51,34,13,11,1,4
2007-301,Auckland,Hard,32,A,20070108,004,103103,5,,Dominik Hrbaty,R,183,SVK,29.0102669405,22,1183,104753,,Q,Woong Sun Jun,R,190,KOR,20.5694729637,360,96,6-4 7-5,3,R32,93,1,2,59,36,27,13,11,1,3,6,4,93,48,29,20,11,10,14
2007-301,Auckland,Hard,32,A,20070108,005,103694,,,Olivier Rochus,R,168,BEL,25.9712525667,36,910,103813,4,,Jarkko Nieminen,L,185,FIN,25.4620123203,17,1460,7-6(3) 6-1,3,R32,83,1,2,71,48,34,12,10,9,11,2,3,57,29,19,10,9,1,5
2007-301,Auckland,Hard,32,A,20070108,006,104338,,Q,Juan Monaco,R,185,ARG,22.7789185489,71,529,104368,,WC,Daniel King Turner,R,190,NZL,22.6502395619,456,63,6-3 6-3,3,R32,64,3,1,59,48,30,6,9,4,6,3,3,47,29,18,6,9,1,6
2007-301,Auckland,Hard,32,A,20070108,007,103722,,,Florent Serra,R,180,FRA,25.8590006845,76,510,102839,,WC,Nicolas Lapentti,R,188,ECU,30.4038329911,68,552,6-3 1-6 6-4,3,R32,116,1,2,87,57,38,16,13,3,6,5,1,77,50,35,12,13,5,8
2007-301,Auckland,Hard,32,A,20070108,008,102860,7,,Agustin Calleri,R,183,ARG,30.3162217659,30,963,105223,,,Juan Martin Del Potro,R,198,ARG,18.2915811088,74,515,6-1 6-3,3,R32,60,10,7,49,27,23,13,8,2,2,0,3,49,28,16,9,8,3,7
2007-301,Auckland,Hard,32,A,20070108,009,104597,,,Nicolas Almagro,R,183,ESP,21.3826146475,32,925,104527,8,,Stanislas Wawrinka,R,183,SUI,21.7823408624,31,950,1-6 6-4 6-1,3,R32,92,7,2,67,35,26,20,12,3,5,0,5,89,49,32,21,12,12,15
2007-301,Auckland,Hard,32,A,20070108,010,104019,,,Kristof Vliegen,R,193,BEL,24.5475701574,39,875,104386,,,Janko Tipsarevic,R,180,SRB,22.546201232,64,590,7-6(3) 6-0,3,R32,72,6,1,55,36,32,10,9,1,2,3,3,60,34,20,13,9,4,8
2007-301,Auckland,Hard,32,A,20070108,011,103110,,,Daniele Bracciali,R,180,ITA,28.9938398357,66,560,104468,,,Gilles Simon,R,183,FRA,22.0314852841,47,751,6-3 6-2,3,R32,67,4,2,58,32,24,14,9,5,6,5,1,49,24,16,9,8,4,8
2007-301,Auckland,Hard,32,A,20070108,012,103970,3,,David Ferrer,R,175,ESP,24.7693360712,16,1475,103292,,,Gaston Gaudio,R,175,ARG,28.0821355236,34,915,5-7 6-3 6-2,3,R32,148,1,4,107,64,43,18,14,9,13,0,8,104,56,35,18,15,10,17
2007-301,Auckland,Hard,32,A,20070108,013,103454,,,Nicolas Massu,R,183,CHI,27.2470910335,42,825,103507,6,,Juan Carlos Ferrero,R,183,ESP,26.9048596851,24,1080,6-4 6-2,3,R32,81,6,2,61,34,28,13,9,5,5,4,6,51,28,18,13,9,3,6
2007-301,Auckland,Hard,32,A,20070108,014,103428,,,Juan Ignacio Chela,R,190,ARG,27.3593429158,33,920,103917,,,Nicolas Mahut,R,190,FRA,24.9637234771,67,552,7-6(2) 6-3,3,R32,91,1,3,60,31,21,19,10,2,4,0,11,70,32,19,16,11,4,8
2007-301,Auckland,Hard,32,A,20070108,015,103888,,,Mardy Fish,R,188,USA,25.0814510609,45,776,103470,,Q,Robert Kendrick,R,190,USA,27.1485284052,90,458,6-2 6-4,3,R32,70,3,2,64,28,21,19,9,3,4,5,4,61,30,20,12,9,3,7
2007-301,Auckland,Hard,32,A,20070108,016,104339,2,,Mario Ancic,R,196,CRO,22.7761806982,9,2060,104586,,Q,Lukas Rosol,R,196,CZE,21.4592744695,288,134,6-3 7-6(4),3,R32,105,9,1,76,41,35,15,11,5,7,1,6,86,45,28,20,10,6,9
2007-301,Auckland,Hard,32,A,20070108,017,103990,1,,Tommy Robredo,R,180,ESP,24.6899383984,7,2375,103252,,,Alberto Martin,R,175,ESP,28.386036961,60,641,6-4 6-2,3,R16,71,3,1,52,30,26,11,9,3,4,0,4,51,28,17,10,9,4,8
2007-301,Auckland,Hard,32,A,20070108,018,104259,,,Philipp Kohlschreiber,R,178,GER,23.2306639288,63,596,103103,5,,Dominik Hrbaty,R,183,SVK,29.0102669405,22,1183,6-2 6-3,3,R16,82,1,2,53,36,27,8,8,7,8,0,3,62,39,22,8,9,3,8
2007-301,Auckland,Hard,32,A,20070108,019,104338,,Q,Juan Monaco,R,185,ARG,22.7789185489,71,529,103694,,,Olivier Rochus,R,168,BEL,25.9712525667,36,910,7-5 5-7 6-3,3,R16,170,4,4,117,84,53,10,17,8,15,2,5,112,67,39,17,16,3,11
2007-301,Auckland,Hard,32,A,20070108,020,102860,7,,Agustin Calleri,R,183,ARG,30.3162217659,30,963,103722,,,Florent Serra,R,180,FRA,25.8590006845,76,510,6-4 6-1,3,R16,55,10,1,43,27,24,9,8,2,2,0,2,56,32,21,8,9,4,8
2007-301,Auckland,Hard,32,A,20070108,021,104019,,,Kristof Vliegen,R,193,BEL,24.5475701574,39,875,104597,,,Nicolas Almagro,R,183,ESP,21.3826146475,32,925,7-6(2) 2-6 7-5,3,R16,138,6,1,115,71,46,22,16,5,10,5,3,102,54,36,25,16,6,10
2007-301,Auckland,Hard,32,A,20070108,022,103970,3,,David Ferrer,R,175,ESP,24.7693360712,16,1475,103110,,,Daniele Bracciali,R,180,ITA,28.9938398357,66,560,6-0 6-1,3,R16,67,6,6,43,20,14,12,6,0,1,0,5,61,34,13,10,7,8,15
2007-301,Auckland,Hard,32,A,20070108,023,103428,,,Juan Ignacio Chela,R,190,ARG,27.3593429158,33,920,103454,,,Nicolas Massu,R,183,CHI,27.2470910335,42,825,7-5 4-6 6-3,3,R16,180,1,7,125,73,46,28,16,6,9,7,4,105,63,44,18,15,12,16
2007-301,Auckland,Hard,32,A,20070108,024,103888,,,Mardy Fish,R,188,USA,25.0814510609,45,776,104339,2,,Mario Ancic,R,196,CRO,22.7761806982,9,2060,6-4 6-4,3,R16,87,1,1,53,27,23,16,10,2,3,5,5,77,44,30,14,10,10,13
2007-301,Auckland,Hard,32,A,20070108,025,103990,1,,Tommy Robredo,R,180,ESP,24.6899383984,7,2375,104259,,,Philipp Kohlschreiber,R,178,GER,23.2306639288,63,596,6-4 5-7 6-2,3,QF,116,9,2,99,72,52,12,15,6,8,1,4,83,52,36,15,15,4,8
2007-301,Auckland,Hard,32,A,20070108,026,102860,7,,Agustin Calleri,R,183,ARG,30.3162217659,30,963,104338,,Q,Juan Monaco,R,185,ARG,22.7789185489,71,529,4-6 6-4 6-3,3,QF,122,5,2,91,52,37,21,15,4,6,4,1,108,83,52,12,14,11,14
2007-301,Auckland,Hard,32,A,20070108,027,103970,3,,David Ferrer,R,175,ESP,24.7693360712,16,1475,104019,,,Kristof Vliegen,R,193,BEL,24.5475701574,39,875,3-6 6-3 6-2,3,QF,109,0,3,76,52,35,11,13,4,8,3,1,81,48,31,11,13,8,14
2007-301,Auckland,Hard,32,A,20070108,028,103888,,,Mardy Fish,R,188,USA,25.0814510609,45,776,103428,,,Juan Ignacio Chela,R,190,ARG,27.3593429158,33,920,7-6(3) 7-6(8),3,QF,102,9,2,90,46,33,29,12,5,7,4,3,78,52,40,14,12,3,5
2007-301,Auckland,Hard,32,A,20070108,029,103990,1,,Tommy Robredo,R,180,ESP,24.6899383984,7,2375,102860,7,,Agustin Calleri,R,183,ARG,30.3162217659,30,963,6-4 6-0,3,SF,66,1,0,39,29,25,8,8,0,0,1,4,72,44,26,10,8,12,16
2007-301,Auckland,Hard,32,A,20070108,030,103970,3,,David Ferrer,R,175,ESP,24.7693360712,16,1475,103888,,,Mardy Fish,R,188,USA,25.0814510609,45,776,6-0 4-6 6-1,3,SF,102,4,0,78,55,37,12,11,10,12,4,4,82,41,25,13,12,2,9
2007-301,Auckland,Hard,32,A,20070108,031,103970,3,,David Ferrer,R,175,ESP,24.7693360712,16,1475,103990,1,,Tommy Robredo,R,180,ESP,24.6899383984,7,2375,6-4 6-2,3,F,75,0,0,62,44,30,11,9,3,4,0,1,50,31,19,8,9,2,6
